	fxns_by_genome	category	TG9	Cluster_3B	genomes_other	Cluster_3B_other	genomes_other_percent	Cluster_3B_other_percent	genomes_total_percent
Alpha-(1->6)-mannopyranosyltransferase A	144	Core	1	15	129	14	100	100	100
Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase	144	Core	1	15	129	14	100	100	100
Alpha-lytic protease	144	Core	1	15	129	14	100	100	100
Alpha-maltose-1-phosphate synthase	144	Core	1	15	129	14	100	100	100
Amidophosphoribosyltransferase	144	Core	1	15	129	14	100	100	100
Amino-acid acetyltransferase	144	Core	1	15	129	14	100	100	100
Aminomethyltransferase	144	Core	1	15	129	14	100	100	100
Aminopeptidase N	144	Core	1	15	129	14	100	100	100
Aminopeptidase YpdF	144	Core	1	15	129	14	100	100	100
Ammonia channel	144	Core	1	15	129	14	100	100	100
Anthranilate phosphoribosyltransferase	144	Core	1	15	129	14	100	100	100
Anthranilate synthase component 1	144	Core	1	15	129	14	100	100	100
Anthranilate synthase component 2	144	Core	1	15	129	14	100	100	100
Anti-sigma factor RshA	144	Core	1	15	129	14	100	100	100
Anti-sigma-F factor RsbW	144	Core	1	15	129	14	100	100	100
Antiseptic resistance protein	144	Core	1	15	129	14	100	100	100
Apo-petrobactin exporter	144	Core	1	15	129	14	100	100	100
Apolipoprotein N-acyltransferase	144	Core	1	15	129	14	100	100	100
Apoptosis inhibitor	144	Core	1	15	129	14	100	100	100
Aquaporin Z	144	Core	1	15	129	14	100	100	100
Arginine repressor	144	Core	1	15	129	14	100	100	100
Arginine--tRNA ligase	144	Core	1	15	129	14	100	100	100
Argininosuccinate lyase	144	Core	1	15	129	14	100	100	100
Argininosuccinate synthase	144	Core	1	15	129	14	100	100	100
Arsenate reductase	144	Core	1	15	129	14	100	100	100
Aspartate 1-decarboxylase	144	Core	1	15	129	14	100	100	100
Aspartate carbamoyltransferase	144	Core	1	15	129	14	100	100	100
Aspartate--tRNA(Asp/Asn) ligase	144	Core	1	15	129	14	100	100	100
Aspartate-semialdehyde dehydrogenase	144	Core	1	15	129	14	100	100	100
Aspartate/prephenate aminotransferase	144	Core	1	15	129	14	100	100	100
Aspartokinase	144	Core	1	15	129	14	100	100	100
Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	144	Core	1	15	129	14	100	100	100
ATP synthase epsilon chain	144	Core	1	15	129	14	100	100	100
ATP synthase gamma chain	144	Core	1	15	129	14	100	100	100
ATP synthase subunit a	144	Core	1	15	129	14	100	100	100
ATP synthase subunit alpha	144	Core	1	15	129	14	100	100	100
ATP synthase subunit b	144	Core	1	15	129	14	100	100	100
ATP synthase subunit b-delta	144	Core	1	15	129	14	100	100	100
ATP synthase subunit beta	144	Core	1	15	129	14	100	100	100
ATP synthase subunit c	144	Core	1	15	129	14	100	100	100
ATP-dependent 6-phosphofructokinase	144	Core	1	15	129	14	100	100	100
ATP-dependent Clp protease adapter protein ClpS	144	Core	1	15	129	14	100	100	100
ATP-dependent Clp protease ATP-binding subunit ClpC1	144	Core	1	15	129	14	100	100	100
ATP-dependent Clp protease ATP-binding subunit ClpX	144	Core	1	15	129	14	100	100	100
ATP-dependent Clp protease proteolytic subunit 1	144	Core	1	15	129	14	100	100	100
ATP-dependent dethiobiotin synthetase BioD	144	Core	1	15	129	14	100	100	100
ATP-dependent DNA helicase RecG	144	Core	1	15	129	14	100	100	100
ATP-dependent DNA helicase Rep	144	Core	1	15	129	14	100	100	100
ATP-dependent DNA helicase UvrD1	144	Core	1	15	129	14	100	100	100
ATP-dependent DNA helicase UvrD2	144	Core	1	15	129	14	100	100	100
ATP-dependent RNA helicase DeaD	144	Core	1	15	129	14	100	100	100
ATP-dependent RNA helicase RhlB	144	Core	1	15	129	14	100	100	100
ATP-dependent zinc metalloprotease FtsH	144	Core	1	15	129	14	100	100	100
Bacitracin export ATP-binding protein BceA	144	Core	1	15	129	14	100	100	100
Bacterial proteasome activator	144	Core	1	15	129	14	100	100	100
Baeyer-Villiger monooxygenase	144	Core	1	15	129	14	100	100	100
Beta sliding clamp	144	Core	1	15	129	14	100	100	100
Beta-hexosaminidase LpqI	144	Core	1	15	129	14	100	100	100
Bicyclomycin resistance protein	144	Core	1	15	129	14	100	100	100
Bifunctional (p)ppGpp synthase/hydrolase RelA	144	Core	1	15	129	14	100	100	100
Bifunctional enzyme CysN/CysC	144	Core	1	15	129	14	100	100	100
Bifunctional F420 biosynthesis protein FbiB	144	Core	1	15	129	14	100	100	100
Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme	144	Core	1	15	129	14	100	100	100
Bifunctional NAD(P)H-hydrate repair enzyme Nnr	144	Core	1	15	129	14	100	100	100
Bifunctional oligoribonuclease and PAP phosphatase NrnA	144	Core	1	15	129	14	100	100	100
Bifunctional protein	144	Core	1	15	129	14	100	100	100
Bifunctional protein FolD protein	144	Core	1	15	129	14	100	100	100
Bifunctional protein GlmU	144	Core	1	15	129	14	100	100	100
Bifunctional protein PyrR	144	Core	1	15	129	14	100	100	100
Bifunctional purine biosynthesis protein PurH	144	Core	1	15	129	14	100	100	100
Bifunctional riboflavin kinase/FMN adenylyltransferase	144	Core	1	15	129	14	100	100	100
Bifunctional uridylyltransferase/uridylyl-removing enzyme	144	Core	1	15	129	14	100	100	100
Biotin synthase	144	Core	1	15	129	14	100	100	100
Biotin transport ATP-binding protein BioM	144	Core	1	15	129	14	100	100	100
Biotin transporter BioY	144	Core	1	15	129	14	100	100	100
Biotinylated protein TB7.3	144	Core	1	15	129	14	100	100	100
Branched-chain-amino-acid aminotransferase	144	Core	1	15	129	14	100	100	100
Cadmium, cobalt and zinc/H( )-K( ) antiporter	144	Core	1	15	129	14	100	100	100
Caffeyl-CoA reductase-Etf complex subunit CarC	144	Core	1	15	129	14	100	100	100
Calcium-transporting ATPase CtpE	144	Core	1	15	129	14	100	100	100
Carbamoyl-phosphate synthase large chain	144	Core	1	15	129	14	100	100	100
Carbamoyl-phosphate synthase small chain	144	Core	1	15	129	14	100	100	100
Carbonic anhydrase	144	Core	1	15	129	14	100	100	100
Carboxylesterase A	144	Core	1	15	129	14	100	100	100
Carboxypeptidase	144	Core	1	15	129	14	100	100	100
Cardiolipin synthase B	144	Core	1	15	129	14	100	100	100
Catalase	144	Core	1	15	129	14	100	100	100
CCA-adding enzyme	144	Core	1	15	129	14	100	100	100
CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	144	Core	1	15	129	14	100	100	100
Cell division protein CrgA	144	Core	1	15	129	14	100	100	100
Cell division protein FtsQ	144	Core	1	15	129	14	100	100	100
Cell division protein SepF	144	Core	1	15	129	14	100	100	100
Cell division protein ZapE	144	Core	1	15	129	14	100	100	100
Cell wall biosynthesis protein LcpA	144	Core	1	15	129	14	100	100	100
Cell wall synthesis protein Wag31	144	Core	1	15	129	14	100	100	100
Chaperone protein ClpB	144	Core	1	15	129	14	100	100	100
Chaperone protein DnaJ 1	144	Core	1	15	129	14	100	100	100
Chaperone protein DnaJ 2	144	Core	1	15	129	14	100	100	100
Chaperone protein DnaK	144	Core	1	15	129	14	100	100	100
Chaperone protein HtpG	144	Core	1	15	129	14	100	100	100
Cholesterol oxidase	144	Core	1	15	129	14	100	100	100
Chorismate synthase	144	Core	1	15	129	14	100	100	100
Chromosomal replication initiator protein DnaA	144	Core	1	15	129	14	100	100	100
Chromosome partition protein Smc	144	Core	1	15	129	14	100	100	100
Citrate lyase subunit beta-like protein	144	Core	1	15	129	14	100	100	100
Citrate synthase 1	144	Core	1	15	129	14	100	100	100
Cobalamin biosynthesis protein CobD	144	Core	1	15	129	14	100	100	100
Cobalamin biosynthesis protein CobIJ	144	Core	1	15	129	14	100	100	100
Cobalt/magnesium transport protein CorA	144	Core	1	15	129	14	100	100	100
Cobyric acid synthase	144	Core	1	15	129	14	100	100	100
Coenzyme A biosynthesis bifunctional protein CoaBC	144	Core	1	15	129	14	100	100	100
Competence protein ComM	144	Core	1	15	129	14	100	100	100
Copper-exporting P-type ATPase	144	Core	1	15	129	14	100	100	100
Copper-sensing transcriptional repressor RicR	144	Core	1	15	129	14	100	100	100
Corrinoid adenosyltransferase	144	Core	1	15	129	14	100	100	100
Crotonobetainyl-CoA reductase	144	Core	1	15	129	14	100	100	100
CRP-like cAMP-activated global transcriptional regulator	144	Core	1	15	129	14	100	100	100
Cyclic pyranopterin monophosphate synthase	144	Core	1	15	129	14	100	100	100
Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	144	Core	1	15	129	14	100	100	100
Cystathionine gamma-synthase	144	Core	1	15	129	14	100	100	100
Cysteine--tRNA ligase	144	Core	1	15	129	14	100	100	100
Cytidylate kinase	144	Core	1	15	129	14	100	100	100
Cytochrome bc1 complex cytochrome b subunit	144	Core	1	15	129	14	100	100	100
Cytochrome bc1 complex cytochrome c subunit	144	Core	1	15	129	14	100	100	100
Cytochrome bc1 complex Rieske iron-sulfur subunit	144	Core	1	15	129	14	100	100	100
Cytochrome bd ubiquinol oxidase subunit 1	144	Core	1	15	129	14	100	100	100
Cytochrome bd-I ubiquinol oxidase subunit 2	144	Core	1	15	129	14	100	100	100
Cytochrome c biogenesis protein Ccs1	144	Core	1	15	129	14	100	100	100
Cytochrome c oxidase polypeptide 4	144	Core	1	15	129	14	100	100	100
Cytochrome c oxidase subunit 2	144	Core	1	15	129	14	100	100	100
Cytokinin riboside 5'-monophosphate phosphoribohydrolase	144	Core	1	15	129	14	100	100	100
D-3-phosphoglycerate dehydrogenase	144	Core	1	15	129	14	100	100	100
D-alanine--D-alanine ligase	144	Core	1	15	129	14	100	100	100
D-alanine--D-alanyl carrier protein ligase	144	Core	1	15	129	14	100	100	100
D-inositol 3-phosphate glycosyltransferase	144	Core	1	15	129	14	100	100	100
D-inositol-3-phosphate glycosyltransferase	144	Core	1	15	129	14	100	100	100
D-xylose-proton symporter	144	Core	1	15	129	14	100	100	100
D,L-glycerol 3-phosphate phosphatase	144	Core	1	15	129	14	100	100	100
Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB	144	Core	1	15	129	14	100	100	100
Daunorubicin/doxorubicin resistance ATP-binding protein DrrA	144	Core	1	15	129	14	100	100	100
dCTP deaminase, dUMP-forming	144	Core	1	15	129	14	100	100	100
Decaprenyl-phosphate N-acetylglucosaminephosphotransferase	144	Core	1	15	129	14	100	100	100
Decaprenyl-phosphate phosphoribosyltransferase	144	Core	1	15	129	14	100	100	100
Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase	144	Core	1	15	129	14	100	100	100
Decaprenylphosphoryl-beta-D-ribose oxidase	144	Core	1	15	129	14	100	100	100
DegV domain-containing protein	144	Core	1	15	129	14	100	100	100
Delta-aminolevulinic acid dehydratase	144	Core	1	15	129	14	100	100	100
Deoxyguanosinetriphosphate triphosphohydrolase-like protein	144	Core	1	15	129	14	100	100	100
Deoxyribodipyrimidine photo-lyase	144	Core	1	15	129	14	100	100	100
Deoxyuridine 5'-triphosphate nucleotidohydrolase	144	Core	1	15	129	14	100	100	100
Dephospho-CoA kinase	144	Core	1	15	129	14	100	100	100
Diacetylchitobiose uptake system ATP-binding protein MsiK	144	Core	1	15	129	14	100	100	100
Diacylglycerol acyltransferase/mycolyltransferase Ag85A	144	Core	1	15	129	14	100	100	100
Diacylglycerol acyltransferase/mycolyltransferase Ag85C	144	Core	1	15	129	14	100	100	100
Diaminopimelate decarboxylase	144	Core	1	15	129	14	100	100	100
Diaminopimelate epimerase	144	Core	1	15	129	14	100	100	100
Diglucosylglycerate octanoyltransferase	144	Core	1	15	129	14	100	100	100
Dihydrofolate reductase	144	Core	1	15	129	14	100	100	100
Dihydrofolate synthase/folylpolyglutamate synthase	144	Core	1	15	129	14	100	100	100
Dihydrolipoyl dehydrogenase	144	Core	1	15	129	14	100	100	100
Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	144	Core	1	15	129	14	100	100	100
Dihydroneopterin aldolase	144	Core	1	15	129	14	100	100	100
Dihydroorotase	144	Core	1	15	129	14	100	100	100
Dihydropteroate synthase	144	Core	1	15	129	14	100	100	100
Dihydroxy-acid dehydratase	144	Core	1	15	129	14	100	100	100
Dihydroxyacetone phosphatase	144	Core	1	15	129	14	100	100	100
Dimethyl sulfoxide/trimethylamine N-oxide reductase	144	Core	1	15	129	14	100	100	100
Dimodular nonribosomal peptide synthase	144	Core	1	15	129	14	100	100	100
Dipeptidyl aminopeptidase BI	144	Core	1	15	129	14	100	100	100
Dipeptidyl-peptidase 5	144	Core	1	15	129	14	100	100	100
dITP/XTP pyrophosphatase	144	Core	1	15	129	14	100	100	100
DNA base-flipping protein	144	Core	1	15	129	14	100	100	100
DNA damage-inducible protein F	144	Core	1	15	129	14	100	100	100
DNA gyrase subunit A	144	Core	1	15	129	14	100	100	100
DNA gyrase subunit B	144	Core	1	15	129	14	100	100	100
DNA integrity scanning protein DisA	144	Core	1	15	129	14	100	100	100
DNA ligase A	144	Core	1	15	129	14	100	100	100
DNA ligase C1	144	Core	1	15	129	14	100	100	100
DNA polymerase I	144	Core	1	15	129	14	100	100	100
DNA polymerase III subunit alpha	144	Core	1	15	129	14	100	100	100
DNA polymerase IV	144	Core	1	15	129	14	100	100	100
DNA polymerase IV 1	144	Core	1	15	129	14	100	100	100
DNA primase	144	Core	1	15	129	14	100	100	100
DNA protection during starvation protein	144	Core	1	15	129	14	100	100	100
DNA repair protein RadA	144	Core	1	15	129	14	100	100	100
DNA repair protein RecN	144	Core	1	15	129	14	100	100	100
DNA replication and repair protein RecF	144	Core	1	15	129	14	100	100	100
DNA-3-methyladenine glycosylase 1	144	Core	1	15	129	14	100	100	100
DNA-binding protein	144	Core	1	15	129	14	100	100	100
DNA-binding transcriptional activator DevR/DosR	144	Core	1	15	129	14	100	100	100
DNA-directed RNA polymerase subunit beta	144	Core	1	15	129	14	100	100	100
DNA-directed RNA polymerase subunit omega	144	Core	1	15	129	14	100	100	100
Doxorubicin resistance ABC transporter permease protein DrrB	144	Core	1	15	129	14	100	100	100
Doxorubicin resistance ATP-binding protein DrrA	144	Core	1	15	129	14	100	100	100
dTDP-4-dehydrorhamnose 3,5-epimerase	144	Core	1	15	129	14	100	100	100
dTDP-4-dehydrorhamnose reductase	144	Core	1	15	129	14	100	100	100
ECF RNA polymerase sigma factor SigD	144	Core	1	15	129	14	100	100	100
ECF RNA polymerase sigma factor SigE	144	Core	1	15	129	14	100	100	100
ECF RNA polymerase sigma factor SigG	144	Core	1	15	129	14	100	100	100
ECF RNA polymerase sigma factor SigK	144	Core	1	15	129	14	100	100	100
Electron transfer flavoprotein subunit alpha	144	Core	1	15	129	14	100	100	100
Electron transfer flavoprotein subunit beta	144	Core	1	15	129	14	100	100	100
Elongation factor 4	144	Core	1	15	129	14	100	100	100
Elongation factor G	144	Core	1	15	129	14	100	100	100
Elongation factor P	144	Core	1	15	129	14	100	100	100
Elongation factor Ts	144	Core	1	15	129	14	100	100	100
Elongation factor Tu	144	Core	1	15	129	14	100	100	100
Endolytic murein transglycosylase	144	Core	1	15	129	14	100	100	100
Endonuclease 8 1	144	Core	1	15	129	14	100	100	100
Endonuclease III	144	Core	1	15	129	14	100	100	100
Endoribonuclease YbeY	144	Core	1	15	129	14	100	100	100
Energy-coupling factor transporter transmembrane protein BioN	144	Core	1	15	129	14	100	100	100
Energy-dependent translational throttle protein EttA	144	Core	1	15	129	14	100	100	100
Enolase	144	Core	1	15	129	14	100	100	100
Enoyl-[acyl-carrier-protein] reductase [NADH]	144	Core	1	15	129	14	100	100	100
Enoyl-CoA-hydratase	144	Core	1	15	129	14	100	100	100
Enterobactin exporter EntS	144	Core	1	15	129	14	100	100	100
Epoxide hydrolase A	144	Core	1	15	129	14	100	100	100
EPTC-inducible aldehyde dehydrogenase	144	Core	1	15	129	14	100	100	100
Exodeoxyribonuclease	144	Core	1	15	129	14	100	100	100
Exodeoxyribonuclease 7 large subunit	144	Core	1	15	129	14	100	100	100
Exodeoxyribonuclease 7 small subunit	144	Core	1	15	129	14	100	100	100
Exodeoxyribonuclease III	144	Core	1	15	129	14	100	100	100
Exopolyphosphatase 2	144	Core	1	15	129	14	100	100	100
F420-dependent glucose-6-phosphate dehydrogenase	144	Core	1	15	129	14	100	100	100
F420H(2)-dependent quinone reductase	144	Core	1	15	129	14	100	100	100
F420H(2)-dependent reductase	144	Core	1	15	129	14	100	100	100
Fatty acid ABC transporter ATP-binding/permease protein	144	Core	1	15	129	14	100	100	100
Fatty acid oxidation complex subunit alpha	144	Core	1	15	129	14	100	100	100
Ferredoxin	144	Core	1	15	129	14	100	100	100
Ferrochelatase	144	Core	1	15	129	14	100	100	100
FHA domain-containing protein FhaA	144	Core	1	15	129	14	100	100	100
FHA domain-containing protein FhaB	144	Core	1	15	129	14	100	100	100
Flavin-dependent thymidylate synthase	144	Core	1	15	129	14	100	100	100
Flavohemoprotein	144	Core	1	15	129	14	100	100	100
FO synthase	144	Core	1	15	129	14	100	100	100
Formamidopyrimidine-DNA glycosylase	144	Core	1	15	129	14	100	100	100
Formamidopyrimidine-DNA glycosylase 1	144	Core	1	15	129	14	100	100	100
Formate dehydrogenase, mitochondrial	144	Core	1	15	129	14	100	100	100
Formyltetrahydrofolate deformylase	144	Core	1	15	129	14	100	100	100
Fosfomycin resistance protein AbaF	144	Core	1	15	129	14	100	100	100
Fructokinase	144	Core	1	15	129	14	100	100	100
Fructose-1,6-bisphosphatase class 2	144	Core	1	15	129	14	100	100	100
Fructose-bisphosphate aldolase	144	Core	1	15	129	14	100	100	100
Fumarate hydratase class II	144	Core	1	15	129	14	100	100	100
Galactan 5-O-arabinofuranosyltransferase	144	Core	1	15	129	14	100	100	100
Galactofuranosyltransferase GlfT1	144	Core	1	15	129	14	100	100	100
Galactofuranosyltransferase GlfT2	144	Core	1	15	129	14	100	100	100
Galactose-1-phosphate uridylyltransferase	144	Core	1	15	129	14	100	100	100
Gamma-glutamyl phosphate reductase	144	Core	1	15	129	14	100	100	100
Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase	144	Core	1	15	129	14	100	100	100
Glucokinase	144	Core	1	15	129	14	100	100	100
Glucose-1-phosphate adenylyltransferase	144	Core	1	15	129	14	100	100	100
Glucosyl-3-phosphoglycerate phosphatase	144	Core	1	15	129	14	100	100	100
Glucosyl-3-phosphoglycerate synthase	144	Core	1	15	129	14	100	100	100
Glutamate 5-kinase	144	Core	1	15	129	14	100	100	100
Glutamate decarboxylase	144	Core	1	15	129	14	100	100	100
Glutamate racemase	144	Core	1	15	129	14	100	100	100
Glutamate synthase [NADPH] large chain	144	Core	1	15	129	14	100	100	100
Glutamate synthase [NADPH] small chain	144	Core	1	15	129	14	100	100	100
Glutamate--cysteine ligase EgtA	144	Core	1	15	129	14	100	100	100
Glutamate--tRNA ligase	144	Core	1	15	129	14	100	100	100
Glutamate-1-semialdehyde 2,1-aminomutase	144	Core	1	15	129	14	100	100	100
Glutamate-pyruvate aminotransferase AlaC	144	Core	1	15	129	14	100	100	100
Glutamine synthetase	144	Core	1	15	129	14	100	100	100
Glutamine transport ATP-binding protein GlnQ	144	Core	1	15	129	14	100	100	100
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	144	Core	1	15	129	14	100	100	100
Glutamyl-tRNA reductase	144	Core	1	15	129	14	100	100	100
Glutamyl-tRNA(Gln) amidotransferase subunit A	144	Core	1	15	129	14	100	100	100
Glutamyl-tRNA(Gln) amidotransferase subunit C	144	Core	1	15	129	14	100	100	100
Glutaredoxin-like protein NrdH	144	Core	1	15	129	14	100	100	100
Glutathione-regulated potassium-efflux system protein KefC	144	Core	1	15	129	14	100	100	100
Glutathionyl-hydroquinone reductase YqjG	144	Core	1	15	129	14	100	100	100
Glyceraldehyde-3-phosphate dehydrogenase	144	Core	1	15	129	14	100	100	100
Glycerol kinase	144	Core	1	15	129	14	100	100	100
Glycerol-3-phosphate acyltransferase	144	Core	1	15	129	14	100	100	100
Glycerol-3-phosphate dehydrogenase [NAD(P) ]	144	Core	1	15	129	14	100	100	100
Glycerol-3-phosphate dehydrogenase 2	144	Core	1	15	129	14	100	100	100
Glycine cleavage system H protein	144	Core	1	15	129	14	100	100	100
Glycine oxidase	144	Core	1	15	129	14	100	100	100
Glycine--tRNA ligase	144	Core	1	15	129	14	100	100	100
Glycogen accumulation regulator GarA	144	Core	1	15	129	14	100	100	100
Glycogen operon protein GlgX 	144	Core	1	15	129	14	100	100	100
Glycogen phosphorylase	144	Core	1	15	129	14	100	100	100
Glycogen synthase	144	Core	1	15	129	14	100	100	100
GMP synthase [glutamine-hydrolyzing]	144	Core	1	15	129	14	100	100	100
Group 2 truncated hemoglobin GlbO	144	Core	1	15	129	14	100	100	100
GTP 3',8-cyclase 2	144	Core	1	15	129	14	100	100	100
GTP cyclohydrolase 1	144	Core	1	15	129	14	100	100	100
GTP cyclohydrolase 1 type 2 	144	Core	1	15	129	14	100	100	100
GTP-binding protein TypA/BipA	144	Core	1	15	129	14	100	100	100
GTPase Der	144	Core	1	15	129	14	100	100	100
GTPase Era	144	Core	1	15	129	14	100	100	100
GTPase HflX	144	Core	1	15	129	14	100	100	100
GTPase Obg	144	Core	1	15	129	14	100	100	100
Guanidinium exporter	144	Core	1	15	129	14	100	100	100
Guanine/hypoxanthine permease PbuG	144	Core	1	15	129	14	100	100	100
Guanylate kinase	144	Core	1	15	129	14	100	100	100
Heat-inducible transcription repressor HrcA	144	Core	1	15	129	14	100	100	100
Heme A synthase	144	Core	1	15	129	14	100	100	100
Heme chaperone HemW	144	Core	1	15	129	14	100	100	100
Heptaprenyl diphosphate synthase component 2	144	Core	1	15	129	14	100	100	100
Hercynine oxygenase	144	Core	1	15	129	14	100	100	100
High-affinity branched-chain amino acid transport ATP-binding protein LivF	144	Core	1	15	129	14	100	100	100
High-affinity branched-chain amino acid transport system permease protein LivH	144	Core	1	15	129	14	100	100	100
Histidine N-alpha-methyltransferase	144	Core	1	15	129	14	100	100	100
Histidine--tRNA ligase	144	Core	1	15	129	14	100	100	100
Histidinol dehydrogenase	144	Core	1	15	129	14	100	100	100
Histidinol-phosphate aminotransferase	144	Core	1	15	129	14	100	100	100
Holliday junction ATP-dependent DNA helicase RuvB	144	Core	1	15	129	14	100	100	100
Holo-[acyl-carrier-protein] synthase	144	Core	1	15	129	14	100	100	100
Homoisocitrate dehydrogenase	144	Core	1	15	129	14	100	100	100
Homoserine dehydrogenase	144	Core	1	15	129	14	100	100	100
Homoserine kinase	144	Core	1	15	129	14	100	100	100
Homoserine O-acetyltransferase	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional activator RamA	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional regulator BetI	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional regulator CdhR	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional regulator CymR	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional regulator GltC	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional regulator HdfR	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional regulator IpsA	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional regulator KipR	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional regulator LutR	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional regulator MntR	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional regulator NorG	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional regulator RamB	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional repressor	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional repressor FabR	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional repressor KstR2	144	Core	1	15	129	14	100	100	100
HTH-type transcriptional repressor NanR	144	Core	1	15	129	14	100	100	100
Hydroxyacylglutathione hydrolase	144	Core	1	15	129	14	100	100	100
Hydroxyacylglutathione hydrolase GloC	144	Core	1	15	129	14	100	100	100
Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	144	Core	1	15	129	14	100	100	100
hypothetical protein	144	Core	1	15	129	14	100	100	100
Hypoxanthine-guanine phosphoribosyltransferase	144	Core	1	15	129	14	100	100	100
Imidazole glycerol phosphate synthase subunit HisF	144	Core	1	15	129	14	100	100	100
Imidazole glycerol phosphate synthase subunit HisH	144	Core	1	15	129	14	100	100	100
Imidazoleglycerol-phosphate dehydratase	144	Core	1	15	129	14	100	100	100
Imidazolonepropionase	144	Core	1	15	129	14	100	100	100
IMPACT family member YigZ	144	Core	1	15	129	14	100	100	100
Inactive dihydropteroate synthase 2	144	Core	1	15	129	14	100	100	100
Indole-3-glycerol phosphate synthase	144	Core	1	15	129	14	100	100	100
Inner membrane metabolite transport protein YhjE	144	Core	1	15	129	14	100	100	100
Inner membrane protein YccF	144	Core	1	15	129	14	100	100	100
Inner membrane protein YhjD	144	Core	1	15	129	14	100	100	100
Inner membrane transport protein YdhP	144	Core	1	15	129	14	100	100	100
Inorganic pyrophosphatase	144	Core	1	15	129	14	100	100	100
Inosine-5'-monophosphate dehydrogenase	144	Core	1	15	129	14	100	100	100
Inositol-1-monophosphatase ImpA	144	Core	1	15	129	14	100	100	100
Inositol-1-monophosphatase SuhB	144	Core	1	15	129	14	100	100	100
Inositol-3-phosphate synthase	144	Core	1	15	129	14	100	100	100
Intermembrane phospholipid transport system permease protein MlaE	144	Core	1	15	129	14	100	100	100
Iron-dependent repressor IdeR	144	Core	1	15	129	14	100	100	100
Iron-sulfur cluster assembly scaffold protein IscU	144	Core	1	15	129	14	100	100	100
Iron-sulfur cluster carrier protein	144	Core	1	15	129	14	100	100	100
IscS-like cysteine desulfurase	144	Core	1	15	129	14	100	100	100
Isochorismate synthase MenF	144	Core	1	15	129	14	100	100	100
Isocitrate dehydrogenase [NADP]	144	Core	1	15	129	14	100	100	100
Isocitrate lyase	144	Core	1	15	129	14	100	100	100
Isoleucine--tRNA ligase	144	Core	1	15	129	14	100	100	100
Isoniazid-induced protein IniA	144	Core	1	15	129	14	100	100	100
Isoniazid-induced protein IniC	144	Core	1	15	129	14	100	100	100
K( )/H( ) antiporter subunit KhtT	144	Core	1	15	129	14	100	100	100
K( )/H( ) antiporter subunit KhtU	144	Core	1	15	129	14	100	100	100
Ketol-acid reductoisomerase (NADP( ))	144	Core	1	15	129	14	100	100	100
L-aspartate oxidase	144	Core	1	15	129	14	100	100	100
L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	144	Core	1	15	129	14	100	100	100
L-ectoine synthase	144	Core	1	15	129	14	100	100	100
L-gulono-1,4-lactone dehydrogenase	144	Core	1	15	129	14	100	100	100
L-malyl-CoA/beta-methylmalyl-CoA lyase	144	Core	1	15	129	14	100	100	100
L-ornithine N(5)-monooxygenase	144	Core	1	15	129	14	100	100	100
L-threonine dehydratase biosynthetic IlvA	144	Core	1	15	129	14	100	100	100
L,D-transpeptidase 2	144	Core	1	15	129	14	100	100	100
Lactate 2-monooxygenase	144	Core	1	15	129	14	100	100	100
Large-conductance mechanosensitive channel	144	Core	1	15	129	14	100	100	100
Leucine--tRNA ligase	144	Core	1	15	129	14	100	100	100
LexA repressor	144	Core	1	15	129	14	100	100	100
Linearmycin resistance ATP-binding protein LnrL	144	Core	1	15	129	14	100	100	100
Lipase LipV	144	Core	1	15	129	14	100	100	100
Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD	144	Core	1	15	129	14	100	100	100
Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT	144	Core	1	15	129	14	100	100	100
lipid kinase YegS	144	Core	1	15	129	14	100	100	100
Lipopolysaccharide export system ATP-binding protein LptB	144	Core	1	15	129	14	100	100	100
Lipoprotein LpqB	144	Core	1	15	129	14	100	100	100
Lipoprotein LprN	144	Core	1	15	129	14	100	100	100
