"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000236965_prok","GCA_000763325_prok","GCA_001465325_prok","GCA_001665495_prok","GCA_001886355_prok","GCA_001894905_prok","GCA_002215235_prok","GCA_003004765_prok","GCA_003288095_prok","GCA_003633655_prok","GCA_004153645_prok","GCA_009831075_prok","GCA_900105195_prok","GCA_900177695_prok","GCA_900455725_prok"
"group_7314","","hypothetical protein","2","2","1","43","8183","1","695","","263","518","390","","","","","GCA_001886355_prok_05337","","","GCA_003004765_prok_05232","","","","","","",""
"group_7315","","hypothetical protein","2","2","1","43","172","1","5734","","347","362","354","","","","","GCA_001886355_prok_05354","","","","","GCA_003633655_prok_05058","","","","",""
"group_7316","","IS481 family transposase ISMysp6","2","2","1","43","5946","1","5873","","278","545","411","","","","","GCA_001886355_prok_05362","","","","","","","","","","GCA_900455725_prok_00290"
"group_7331","","hypothetical protein","2","2","1","43","2952","1","4397","","602","602","602","","","","","","","GCA_002215235_prok_00134","","","","","","","GCA_900177695_prok_03404",""
"group_7332","","putative methylxanthine N7-demethylase NdmC","2","2","1","43","3243","1","4395","","887","887","887","","","","","","","GCA_002215235_prok_00137","","","","","","","GCA_900177695_prok_03401",""
"group_7333","","putative GMC-type oxidoreductase","2","2","1","43","3242","1","4405","","1550","1550","1550","","","","","","","GCA_002215235_prok_00138","","","","","","","GCA_900177695_prok_03400",""
"group_7334","","hypothetical protein","2","2","1","43","3236","1","4408","","587","587","587","","","","","","","GCA_002215235_prok_00141","","","","","","","GCA_900177695_prok_03397",""
"group_7335","hcaE","3-phenylpropionate/cinnamic acid dioxygenase subunit alpha","2","2","1","43","3237","1","4409","","635","635","635","","","","","","","GCA_002215235_prok_00142","","","","","","","GCA_900177695_prok_03396",""
"group_7336","","hypothetical protein","2","2","1","43","3238","1","4410","","254","254","254","","","","","","","GCA_002215235_prok_00143","","","","","","","GCA_900177695_prok_03395",""
"group_7339","","hypothetical protein","2","2","1","43","1055","1","3713","","200","275","237","","","","","","","GCA_002215235_prok_00353","","","","GCA_004153645_prok_00060","","","",""
"group_7340","","hypothetical protein","2","2","1","43","9698","1","3896","","149","320","234","","","","","","","GCA_002215235_prok_00372","","","","","","","","GCA_900455725_prok_00019"
"group_7341","","hypothetical protein","2","2","1","43","9966","1","3860","","2441","2498","2469","","","","","","","GCA_002215235_prok_00378","","","GCA_003633655_prok_01108","","","","",""
"group_7342","","hypothetical protein","2","2","1","43","9967","1","3859","","2144","2153","2148","","","","","","","GCA_002215235_prok_00379","","","GCA_003633655_prok_01107","","","","",""
"group_7343","menE_3","2-succinylbenzoate--CoA ligase","2","2","1","43","5019","1","3499","","1511","1511","1511","","","","","","","GCA_002215235_prok_00480","","","","","","","GCA_900177695_prok_01766",""
"group_7345","","Putative acyl-CoA dehydrogenase FadE17","2","2","1","43","5020","1","3498","","1187","1190","1188","","","","","","","GCA_002215235_prok_00481","","","","","","","GCA_900177695_prok_01767",""
"group_7347","crt_6","Short-chain-enoyl-CoA hydratase","2","2","1","43","10556","1","3492","","785","785","785","","","","","","","GCA_002215235_prok_00491","","","","","","","GCA_900177695_prok_01777",""
"comR","","HTH-type transcriptional repressor ComR","2","2","1","43","275","1","5850","","491","491","491","","","","","","","GCA_002215235_prok_00539","","","","","","","","GCA_900455725_prok_00293"
"group_7352","","hypothetical protein","2","2","1","43","274","1","5860","","407","407","407","","","","","","","GCA_002215235_prok_00540","","","","","","","","GCA_900455725_prok_00292"
"ybaT","","Inner membrane transport protein YbaT","2","2","1","43","4939","1","5994","","1343","1343","1343","","","","","","","GCA_002215235_prok_00563","","","","","GCA_009831075_prok_03259","","",""
"group_7354","","hypothetical protein","2","2","1","43","4937","1","5992","","719","737","728","","","","","","","GCA_002215235_prok_00565","","","","","GCA_009831075_prok_03261","","",""
"group_7358","","hypothetical protein","2","2","1","43","5122","10","8","","572","572","572","","","","","","","GCA_002215235_prok_00911","","","","","","","GCA_900177695_prok_02269",""
"yfmJ","","Putative NADP-dependent oxidoreductase YfmJ","2","2","1","43","1447","1","2026","","1043","1088","1065","","","","","","","GCA_002215235_prok_01205","GCA_003004765_prok_01235","","","","","","",""
"group_7362","bacC_2","Dihydroanticapsin 7-dehydrogenase","2","2","1","43","1451","1","2059","","758","815","786","","","","","","","GCA_002215235_prok_01209","GCA_003004765_prok_01215","","","","","","",""
"group_7368","","hypothetical protein","2","2","1","43","9974","1","4015","","830","1427","1128","","","","","","","GCA_002215235_prok_01552","","","","","","","","GCA_900455725_prok_00413"
"group_7369","","hypothetical protein","2","2","1","43","9955","1","4022","","1055","1055","1055","","","","","","","GCA_002215235_prok_01556","","","","","","","GCA_900177695_prok_03698",""
"group_7370","","hypothetical protein","2","2","1","43","3737","471","10","","260","260","260","","","","","","","GCA_002215235_prok_01894","","","","","","","GCA_900177695_prok_01463",""
"group_7372","","hypothetical protein","2","2","1","43","3731","471","5","","686","686","686","","","","","","","GCA_002215235_prok_01900","","","","","","","GCA_900177695_prok_01457",""
"fldA_3","","Cinnamoyl-CoA:phenyllactate CoA-transferase","2","2","1","43","3360","471","4","","1229","1229","1229","","","","","","","GCA_002215235_prok_01901","","","","","","","GCA_900177695_prok_01456",""
"group_7375","","hypothetical protein","2","2","1","43","3362","471","2","","1367","1367","1367","","","","","","","GCA_002215235_prok_01903","","","","","","","GCA_900177695_prok_01454",""
"group_7377","","hypothetical protein","2","2","1","43","10226","1","1502","","308","359","333","","","","","","","GCA_002215235_prok_01948","GCA_003004765_prok_00019","","","","","","",""
"group_7379","","hypothetical protein","2","2","1","43","8448","1","3926","","563","641","602","","","","","","","GCA_002215235_prok_02071","","","","GCA_004153645_prok_02637","","","",""
"group_7380","","hypothetical protein","2","2","1","43","8449","1","3925","","254","593","423","","","","","","","GCA_002215235_prok_02072","","","","GCA_004153645_prok_02638","","","",""
"group_7382","","hypothetical protein","2","2","1","43","6237","1","684","","434","455","444","","","","","","","GCA_002215235_prok_02233","","","","","GCA_009831075_prok_04283","","",""
"galE1","","UDP-glucose 4-epimerase","2","2","1","43","10909","2","79","","962","995","978","","","","","","","GCA_002215235_prok_02359","","","","","","","GCA_900177695_prok_03511",""
"group_7385","","hypothetical protein","2","2","1","43","10882","2","47","","422","422","422","","","","","","","GCA_002215235_prok_02366","","","","","GCA_009831075_prok_01835","","",""
"group_7386","","hypothetical protein","2","2","1","43","3474","29","1","","1097","1097","1097","","","","","","","GCA_002215235_prok_02397","","","","","","","GCA_900177695_prok_00855",""
"group_7387","","hypothetical protein","2","2","1","43","3473","29","2","","1808","1808","1808","","","","","","","GCA_002215235_prok_02398","","","","","","","GCA_900177695_prok_00856",""
"mdlC","","Benzoylformate decarboxylase","2","2","1","43","3471","29","4","","1580","1580","1580","","","","","","","GCA_002215235_prok_02400","","","","","","","GCA_900177695_prok_00858",""
"pcpR","","PCP degradation transcriptional activation protein","2","2","1","43","3470","29","5","","917","917","917","","","","","","","GCA_002215235_prok_02401","","","","","","","GCA_900177695_prok_00859",""
"group_7390","","hypothetical protein","2","2","1","43","3434","29","14","","779","806","792","","","","","","","GCA_002215235_prok_02410","","","","","","","GCA_900177695_prok_00868",""
"group_7393","","hypothetical protein","2","2","1","43","9615","1","3894","","401","629","515","","","","","","","GCA_002215235_prok_03009","","","","","","","","GCA_900455725_prok_00021"
"group_7394","","hypothetical protein","2","2","1","43","8668","1","5629","","776","1151","963","","","","","","","GCA_002215235_prok_03011","","","","GCA_004153645_prok_00027","","","",""
"group_7395","","hypothetical protein","2","2","1","43","600","1","5421","","1697","2195","1946","","","","","","","GCA_002215235_prok_03074","GCA_003004765_prok_00799","","","","","","",""
"group_7397","","hypothetical protein","2","2","1","43","10782","1","2375","","176","182","179","","","","","","","GCA_002215235_prok_03188","","GCA_003288095_prok_03475","","","","","",""
"group_7401","","hypothetical protein","2","2","1","43","7318","120","3","","95","95","95","","","","","","","GCA_002215235_prok_03592","","","","","GCA_009831075_prok_00002","","",""
"group_7405","","hypothetical protein","2","2","1","43","633","508","1","","101","101","101","","","","","","","GCA_002215235_prok_03713","","","","GCA_004153645_prok_04257","","","",""
"group_7408","","hypothetical protein","2","2","1","43","9780","1","1666","","317","437","377","","","","","","","GCA_002215235_prok_04091","","","GCA_003633655_prok_03302","","","","",""
"group_7409","","hypothetical protein","2","2","1","43","10237","1","4180","","146","146","146","","","","","","","GCA_002215235_prok_04103","","","GCA_003633655_prok_03315","","","","",""
"group_7410","","hypothetical protein","2","2","1","43","9044","1","2798","","1160","1436","1298","","","","","","","GCA_002215235_prok_04164","","","","","","","","GCA_900455725_prok_00084"
"group_7414","","hypothetical protein","2","2","1","43","8377","1","5141","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1244","1244","1244","","","","","","","GCA_002215235_prok_04465","GCA_003004765_prok_00167","","","","","","",""
"group_7418","","hypothetical protein","2","2","1","43","5243","1","572","","554","596","575","","","","","","","GCA_002215235_prok_04988","","GCA_003288095_prok_01715","","","","","",""
"group_7419","","hypothetical protein","2","2","1","43","5538","494","1","","233","233","233","","","","","","","GCA_002215235_prok_05039","","","","","GCA_009831075_prok_02498","","",""
"group_7423","","hypothetical protein","2","2","1","43","8667","1","5628","","674","674","674","","","","","","","","GCA_003004765_prok_00133","","","GCA_004153645_prok_00028","","","",""
"group_7424","","hypothetical protein","2","2","1","43","5015","1","5117","","458","3077","1767","","","","","","","","GCA_003004765_prok_00137","","GCA_003633655_prok_05082","","","","",""
"group_7426","","hypothetical protein","2","2","1","43","8264","1","5088","","935","935","935","","","","","","","","GCA_003004765_prok_00145","","GCA_003633655_prok_05019","","","","",""
"ccr","","Crotonyl-CoA carboxylase/reductase","2","2","1","43","456","1","5375","","971","1130","1050","","","","","","","","GCA_003004765_prok_00373","","","","","","GCA_900177695_prok_00057",""
"group_7442","pamO_1","Phenylacetone monooxygenase","2","2","1","43","1420","1","1990","","1637","1637","1637","","","","","","","","","","GCA_003633655_prok_03051","","","","GCA_900177695_prok_01700",""
"group_7449","","hypothetical protein","2","2","1","43","5773","1","450","","431","503","467","","","","","","","","GCA_003004765_prok_01283","","","","","","GCA_900177695_prok_02212",""
"dhmA","","Haloalkane dehalogenase","2","2","1","43","10596","1","2214","","677","923","800","","","","","","","","GCA_003004765_prok_01551","","","","","","GCA_900177695_prok_01807",""
"group_7451","","hypothetical protein","2","2","1","43","2250","538","1","","110","206","158","","","","","","","","GCA_003004765_prok_02130","","","","GCA_009831075_prok_00408","","",""
"azoB","","NAD(P)H azoreductase","2","2","1","43","1138","151","1","","803","806","804","","","","","","","","GCA_003004765_prok_03204","","","","","","GCA_900177695_prok_03717",""
"group_7460","","hypothetical protein","2","2","1","43","9160","1","4302","","905","905","905","","","","","","","","GCA_003004765_prok_05256","","","","","","GCA_900177695_prok_05326",""
"group_7461","","hypothetical protein","2","2","1","43","5074","1","2141","","236","236","236","","","","","","","","","GCA_003288095_prok_00073","GCA_003633655_prok_03173","","","","",""
"group_7469","","hypothetical protein","2","2","1","43","9007","1","3451","","377","536","456","","","","","","","","","GCA_003288095_prok_02361","GCA_003633655_prok_05073","","","","",""
"group_7470","","hypothetical protein","2","2","1","43","9860","1","3984","","1607","1787","1697","","","","","","","","","GCA_003288095_prok_02761","","","","","GCA_900177695_prok_00184",""
"group_7471","cspA_3","putative cold shock protein A","2","2","1","43","4936","1","5997","","251","254","252","","","","","","","","","GCA_003288095_prok_03017","","","","","","GCA_900455725_prok_00212"
"group_7472","","hypothetical protein","2","2","1","43","4934","1","5425","","131","131","131","","","","","","","","","GCA_003288095_prok_03019","","","","","","GCA_900455725_prok_00214"
"group_7473","","hypothetical protein","2","2","1","43","8001","1","1323","","302","422","362","","","","","","","","","GCA_003288095_prok_03409","GCA_003633655_prok_04708","","","","",""
"group_7474","","hypothetical protein","2","2","1","43","191","1","4733","","1001","1001","1001","","","","","","","","","GCA_003288095_prok_03416","GCA_003633655_prok_02947","","","","",""
"fdxE","","Ferredoxin-6","2","2","1","43","190","1","4734","","320","320","320","","","","","","","","","GCA_003288095_prok_03417","GCA_003633655_prok_02946","","","","",""
"linC","","Linalool 8-monooxygenase","2","2","1","43","9238","1","4735","","1388","1388","1388","","","","","","","","","GCA_003288095_prok_03418","GCA_003633655_prok_02945","","","","",""
"group_7477","camA","Putidaredoxin reductase CamA","2","2","1","43","9239","1","4738","","1202","1220","1211","","","","","","","","","GCA_003288095_prok_03419","GCA_003633655_prok_02944","","","","",""
"group_7478","","hypothetical protein","2","2","1","43","9242","1","4741","","1061","1067","1064","","","","","","","","","GCA_003288095_prok_03420","GCA_003633655_prok_02939","","","","",""
"group_7479","","hypothetical protein","2","2","1","43","10055","1","4775","","272","551","411","","","","","","","","","GCA_003288095_prok_03426","","GCA_004153645_prok_00214","","","",""
"group_7480","","hypothetical protein","2","2","1","43","6593","1","1076","","365","383","374","","","","","","","","","GCA_003288095_prok_03470","GCA_003633655_prok_02262","","","","",""
"group_7481","gdhI","(S)-1-Phenylethanol dehydrogenase","2","2","1","43","428","1","2741","","767","782","774","","","","","","","","","","GCA_003633655_prok_05093","","","","GCA_900177695_prok_00135",""
"group_7484","","hypothetical protein","2","2","1","43","9507","1","1953","","1253","1253","1253","","","","","","","","","","GCA_003633655_prok_03007","","","","GCA_900177695_prok_01744",""
"group_7485","lptB_2","Lipopolysaccharide export system ATP-binding protein LptB","2","2","1","43","9511","1","1957","","818","818","818","","","","","","","","","","GCA_003633655_prok_03011","","","","GCA_900177695_prok_01740",""
"group_7486","","hypothetical protein","2","2","1","43","9517","1","1965","","521","521","521","","","","","","","","","","GCA_003633655_prok_03017","","","","GCA_900177695_prok_01734",""
"group_7487","","Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase","2","2","1","43","9516","1","1966","","1163","1163","1163","","","","","","","","","","GCA_003633655_prok_03018","","","","GCA_900177695_prok_01733",""
"group_7488","lcfB_9","Crotonobetaine/carnitine--CoA ligase","2","2","1","43","1399","1","1969","","1679","1679","1679","","","","","","","","","","GCA_003633655_prok_03021","","","","GCA_900177695_prok_01730",""
"group_7489","","hypothetical protein","2","2","1","43","1405","1","1975","","1322","1322","1322","","","","","","","","","","GCA_003633655_prok_03027","","","","GCA_900177695_prok_01724",""
"ssuD_2","","Alkanesulfonate monooxygenase","2","2","1","43","1409","1","1979","","1073","1073","1073","","","","","","","","","","GCA_003633655_prok_03031","","","","GCA_900177695_prok_01720",""
"kstD_3","","3-oxosteroid 1-dehydrogenase","2","2","1","43","1413","1","1983","","1676","1676","1676","","","","","","","","","","GCA_003633655_prok_03035","","","","GCA_900177695_prok_01716",""
"group_7492","","1,4-dihydroxy-2-naphthoyl-CoA hydrolase","2","2","1","43","1417","1","1987","","446","446","446","","","","","","","","","","GCA_003633655_prok_03039","","","","GCA_900177695_prok_01712",""
"group_7493","","hypothetical protein","2","2","1","43","1425","1","1995","","461","467","464","","","","","","","","","","GCA_003633655_prok_03046","","","","GCA_900177695_prok_01705",""
"group_7494","","hypothetical protein","2","2","1","43","1424","1","1994","","416","416","416","","","","","","","","","","GCA_003633655_prok_03047","","","","GCA_900177695_prok_01704",""
"group_7495","","hypothetical protein","2","2","1","43","1422","1","1992","","515","515","515","","","","","","","","","","GCA_003633655_prok_03049","","","","GCA_900177695_prok_01702",""
"group_7496","","NADH oxidase","2","2","1","43","1421","1","1991","","1982","1991","1986","","","","","","","","","","GCA_003633655_prok_03050","","","","GCA_900177695_prok_01701",""
"group_7497","","hypothetical protein","2","2","1","43","1419","1","1989","","308","308","308","","","","","","","","","","GCA_003633655_prok_03052","","","","GCA_900177695_prok_01699",""
"group_7498","","hypothetical protein","2","2","1","43","1418","1","1988","","449","449","449","","","","","","","","","","GCA_003633655_prok_03053","","","","GCA_900177695_prok_01698",""
"group_7499","","Ferredoxin--NADP reductase","2","2","1","43","8116","1","1545","","1790","1793","1791","","","","","","","","","","GCA_003633655_prok_03054","","","","GCA_900177695_prok_01697",""
"group_7500","","hypothetical protein","2","2","1","43","8118","1","1547","","569","569","569","","","","","","","","","","GCA_003633655_prok_03056","","","","GCA_900177695_prok_01695",""
"group_7501","andAa","Anthranilate 1,2-dioxygenase system ferredoxin--NAD( ) reductase component","2","2","1","43","5033","1","1553","","1190","1190","1190","","","","","","","","","","GCA_003633655_prok_03063","","","","GCA_900177695_prok_01688",""
"group_7502","","hypothetical protein","2","2","1","43","5035","1","1551","","437","437","437","","","","","","","","","","GCA_003633655_prok_03065","","","","GCA_900177695_prok_01686",""
"group_7503","vgb_2","Virginiamycin B lyase","2","2","1","43","5036","1","1550","","920","920","920","","","","","","","","","","GCA_003633655_prok_03066","","","","GCA_900177695_prok_01685",""
"group_7504","aes_3","Acetyl esterase","2","2","1","43","5037","1","1549","","974","974","974","","","","","","","","","","GCA_003633655_prok_03067","","","","GCA_900177695_prok_01684",""
"tagA_2","","N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase","2","2","1","43","5452","1","6024","","767","776","771","","","","","","","","","","GCA_003633655_prok_03654","","GCA_009831075_prok_02432","","",""
"group_7508","","hypothetical protein","2","2","1","43","8244","1","5101","","278","404","341","","","","","","","","","","GCA_003633655_prok_05006","","","","GCA_900177695_prok_05572",""
"group_7509","","hypothetical protein","2","2","1","43","8246","1","5103","","146","146","146","","","","","","","","","","GCA_003633655_prok_05007","","","","GCA_900177695_prok_05574",""
"group_7510","","hypothetical protein","2","2","1","43","8247","1","5104","","446","470","458","","","","","","","","","","GCA_003633655_prok_05008","","","","GCA_900177695_prok_05575",""
"group_7511","","hypothetical protein","2","2","1","43","8248","1","5105","","638","653","645","","","","","","","","","","GCA_003633655_prok_05009","","","","GCA_900177695_prok_05576",""
"group_7512","","hypothetical protein","2","2","1","43","8249","1","5106","","335","335","335","","","","","","","","","","GCA_003633655_prok_05010","","","","GCA_900177695_prok_05577",""
"group_7513","","hypothetical protein","2","2","1","43","8250","1","5107","","260","260","260","","","","","","","","","","GCA_003633655_prok_05011","","","","GCA_900177695_prok_05578",""
"group_7514","","hypothetical protein","2","2","1","43","8251","1","5108","","440","440","440","","","","","","","","","","GCA_003633655_prok_05012","","","","GCA_900177695_prok_05579",""
"group_7516","caiD_7","Carnitinyl-CoA dehydratase","2","2","1","43","376","1","342","","815","815","815","","","","","","","","","","GCA_003633655_prok_05125","","","","GCA_900177695_prok_00250",""
"kshA_6","","3-ketosteroid-9-alpha-monooxygenase, oxygenase component","2","2","1","43","2466","1","26","","1166","1166","1166","","","","","GCA_001886355_prok_03259","","","","","","","","","GCA_900177695_prok_04152",""
"group_7521","","hypothetical protein","2","2","1","43","9409","1","1413","","332","536","434","","","","","","","","","","GCA_003633655_prok_05368","GCA_004153645_prok_00191","","","",""
"group_7522","","hypothetical protein","2","2","1","43","9837","1","4237","","365","1178","771","","","","","","","","","","","GCA_004153645_prok_00043","","","","GCA_900455725_prok_00016"
"group_7523","","hypothetical protein","2","2","1","43","5961","1","4639","","251","965","608","","","","","","","","","","","GCA_004153645_prok_00080","","","","GCA_900455725_prok_00274"
"group_7524","","hypothetical protein","2","2","1","43","884","1","3903","","884","884","884","","","","","","","","","","","GCA_004153645_prok_00107","GCA_009831075_prok_00629","","",""
"group_7525","","hypothetical protein","2","2","1","43","877","1","3854","","1211","1211","1211","","","","","","","","","","","GCA_004153645_prok_00114","GCA_009831075_prok_00636","","",""
"dbpA","","ATP-dependent RNA helicase DbpA","2","2","1","43","876","1","3853","","1763","1763","1763","","","","","","","","","","","GCA_004153645_prok_00115","GCA_009831075_prok_00637","","",""
"eryF","","6-deoxyerythronolide B hydroxylase","2","2","1","43","1058","1","4526","","1208","1223","1215","","","","","","","","","","","GCA_004153645_prok_00260","","","","GCA_900455725_prok_03054"
"group_7528","","hypothetical protein","2","2","1","43","1059","1","4527","","887","890","888","","","","","","","","","","","GCA_004153645_prok_00261","","","","GCA_900455725_prok_03055"
"group_7529","","hypothetical protein","2","2","1","43","1497","92","6","","275","275","275","","","","","","","","","","","GCA_004153645_prok_00300","","","","GCA_900455725_prok_00560"
"group_7530","","hypothetical protein","2","2","1","43","3815","563","1","","194","194","194","","","","","","","","","","","GCA_004153645_prok_00818","","","","GCA_900455725_prok_03072"
"group_7541","betI_7","HTH-type transcriptional regulator BetI","2","2","1","43","355","1","2076","","809","809","809","","","","","","","","","","","GCA_004153645_prok_00991","GCA_009831075_prok_03443","","",""
"kgtP","","Alpha-ketoglutarate permease","2","2","1","43","351","1","2078","","1376","1376","1376","","","","","","","","","","","GCA_004153645_prok_00995","GCA_009831075_prok_03441","","",""
"fucA_1","","L-fuculose phosphate aldolase","2","2","1","43","350","1","2079","","791","791","791","","","","","","","","","","","GCA_004153645_prok_00996","GCA_009831075_prok_03440","","",""
"group_7544","lldR_1","hypothetical protein","2","2","1","43","348","1","2081","","743","827","785","","","","","","","","","","","GCA_004153645_prok_00998","GCA_009831075_prok_03438","","",""
"stp_6","","Multidrug resistance protein Stp","2","2","1","43","347","1","2082","","1466","1514","1490","","","","","","","","","","","GCA_004153645_prok_00999","GCA_009831075_prok_03435","","",""
"hsaC_5","","Iron-dependent extradiol dioxygenase","2","2","1","43","346","1","2083","","881","881","881","","","","","","","","","","","GCA_004153645_prok_01000","GCA_009831075_prok_03434","","",""
"group_7547","hsaA_6","Flavin-dependent monooxygenase, oxygenase subunit HsaA","2","2","1","43","345","1","2084","","1163","1163","1163","","","","","","","","","","","GCA_004153645_prok_01001","GCA_009831075_prok_03433","","",""
"ncsB2","","2-hydroxy-7-methoxy-5-methyl-1-naphthoate--CoA ligase","2","2","1","43","1367","1","2086","","1688","1688","1688","","","","","","","","","","","GCA_004153645_prok_01003","GCA_009831075_prok_03431","","",""
"group_7549","","hypothetical protein","2","2","1","43","1354","1","1917","","416","416","416","","","","","","","","","","","GCA_004153645_prok_01007","GCA_009831075_prok_03426","","",""
"group_7550","","hypothetical protein","2","2","1","43","1353","1","1916","","230","230","230","","","","","","","","","","","GCA_004153645_prok_01008","GCA_009831075_prok_03425","","",""
"group_7551","","hypothetical protein","2","2","1","43","1352","1","1915","","536","536","536","","","","","","","","","","","GCA_004153645_prok_01009","GCA_009831075_prok_03424","","",""
"group_7552","","Long-chain-fatty-acid--CoA ligase FadD17","2","2","1","43","1351","1","1914","","1523","1745","1634","","","","","","","","","","","GCA_004153645_prok_01010","GCA_009831075_prok_03423","","",""
"group_7553","","Acyl-CoA dehydrogenase FadE27","2","2","1","43","1350","1","1913","","1106","1106","1106","","","","","","","","","","","GCA_004153645_prok_01011","GCA_009831075_prok_03422","","",""
"group_7554","","hypothetical protein","2","2","1","43","5734","1","1911","","551","551","551","","","","","","","","","","","GCA_004153645_prok_01013","GCA_009831075_prok_03420","","",""
"sgrR","","HTH-type transcriptional regulator SgrR","2","2","1","43","5735","1","1910","","1607","1607","1607","","","","","","","","","","","GCA_004153645_prok_01014","GCA_009831075_prok_03419","","",""
"nikB","","Dipeptide transport system permease protein DppB","2","2","1","43","5736","1","1909","","953","953","953","","","","","","","","","","","GCA_004153645_prok_01015","GCA_009831075_prok_03418","","",""
"group_7557","","hypothetical protein","2","2","1","43","6329","571","1","","362","404","383","","","","","","","","","","","GCA_004153645_prok_01421","","","","GCA_900455725_prok_01407"
"group_7558","","hypothetical protein","2","2","1","43","7510","6","20","","551","551","551","","","","","","","","","","","GCA_004153645_prok_01468","","","","GCA_900455725_prok_01454"
"group_7560","","tRNA-Ala(ggc)","2","2","1","43","1111","310","1","","85","85","85","","","","","","","","","","","GCA_004153645_prok_02142","","","","GCA_900455725_prok_00616"
"group_7561","xynR_1","HTH-type transcriptional regulator XynR","2","2","1","43","8444","1","3755","","761","761","761","","","","","","","","","","","GCA_004153645_prok_02641","","","","GCA_900455725_prok_01102"
"group_7562","","hypothetical protein","2","2","1","43","2162","1","3765","","629","629","629","","","","","","","","","","","GCA_004153645_prok_02645","","","","GCA_900455725_prok_01107"
"group_7563","","hypothetical protein","2","2","1","43","7702","1","4345","","173","173","173","","","","","","","","","","","GCA_004153645_prok_02747","","","","GCA_900455725_prok_01225"
"group_7564","","tRNA-Ala(ggc)","2","2","1","43","11079","1","4134","","86","86","86","","","","","","","","","","","GCA_004153645_prok_03128","","","","GCA_900455725_prok_04051"
"group_7565","","hypothetical protein","2","2","1","43","4263","566","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","212","254","233","","","","","","","","","","","GCA_004153645_prok_03928","","","","GCA_900455725_prok_02499"
"group_7570","","hypothetical protein","2","2","1","43","3427","548","1","","194","194","194","","","","","","","","","","","GCA_004153645_prok_04312","","","","GCA_900455725_prok_03475"
"group_7571","","hypothetical protein","2","2","1","43","1149","1","3289","","965","965","965","","","","","","","","","","","GCA_004153645_prok_04445","","","","GCA_900455725_prok_00422"
"group_7572","","hypothetical protein","2","2","1","43","1150","1","3290","","1568","1568","1568","","","","","","","","","","","GCA_004153645_prok_04446","","","","GCA_900455725_prok_00421"
"group_7573","","hypothetical protein","2","2","1","43","9179","1","4327","","605","680","642","","","","","","","","","","","GCA_004153645_prok_04478","","","","GCA_900455725_prok_00115"
"group_7574","","hypothetical protein","2","2","1","43","4796","1","4612","","326","386","356","","","","","","","","","","","GCA_004153645_prok_04483","","","","GCA_900455725_prok_00122"
"group_7576","","hypothetical protein","2","2","1","43","203","1","4537","","1313","2342","1827","","","","","","","","","","","GCA_004153645_prok_04500","","","","GCA_900455725_prok_00140"
"group_7577","","hypothetical protein","2","2","1","43","5177","1","4592","","560","584","572","","","","","","","","","","","GCA_004153645_prok_04509","","","","GCA_900455725_prok_00150"
"group_7578","acoR_2","Acetoin dehydrogenase operon transcriptional activator AcoR","2","2","1","43","494","1","258","","1628","1637","1632","","","","","","","","GCA_003004765_prok_00354","","","","","","GCA_900177695_prok_05049",""
"group_758","copB_2","Copper-exporting P-type ATPase B","2","2","1","43","9078","1","4470","","215","215","215","","","","","","","","","GCA_003288095_prok_00321","GCA_003633655_prok_02873","","","","",""
"group_7580","","hypothetical protein","2","2","1","43","6048","1","3059","","767","1298","1032","","","","","","","","","","","GCA_004153645_prok_04570","","","","GCA_900455725_prok_00192"
"dehH1","","Haloacetate dehalogenase H-1","2","2","1","43","6232","1","3037","","890","890","890","","","","","","","","","","","","GCA_009831075_prok_04292","","GCA_900177695_prok_03257",""
"group_7590","","hypothetical protein","2","2","1","43","5049","1","327","","1157","1205","1181","","","","","","","","","","","","","","GCA_900177695_prok_00646","GCA_900455725_prok_02942"
"group_7591","","hypothetical protein","2","2","1","43","10137","1","1474","","113","113","113","","","","","","","","","","","","","","GCA_900177695_prok_02143","GCA_900455725_prok_00072"
"group_7592","rhlE_1","ATP-dependent RNA helicase RhlE","2","2","1","43","9950","1","3882","","4901","4904","4902","","","","","","","","","","","","","","GCA_900177695_prok_03693","GCA_900455725_prok_00407"
"group_7593","","hypothetical protein","2","2","1","43","9951","1","4018","","350","380","365","","","","","","","","","","","","","","GCA_900177695_prok_03695","GCA_900455725_prok_00408"
"group_7594","","hypothetical protein","2","2","1","43","9952","1","4019","","755","806","780","","","","","","","","","","","","","","GCA_900177695_prok_03696","GCA_900455725_prok_00409"
"group_7595","","hypothetical protein","2","2","1","43","9173","1","4919","","389","866","627","","","","","","","","","","","","","","GCA_900177695_prok_03956","GCA_900455725_prok_00242"
"group_7634","","hypothetical protein","2","2","1","43","9202","1","4321","","128","128","128","GCA_000236965_prok_00263","","","","","","GCA_002215235_prok_04431","","","","","","","",""
